DOC_CD,DOC_DEPT_CD,DOC_ID,DOC_VERS_NO,DOC_DSCR,CONTRACT_SYNOPSIS,CONTRACT_CONTACT_NM,CONTRACT_CONTACT_VOICE_PH_NO,CONTRACT_CONTACT_EMAIL_AD,MA_PRCH_LMT_AM,MA_ITD_ORD_AM,MA_DO_RFED_AM,EFBGN_DT,EFEND_DT,GNRC_PO_RPT_1,RPT_DSCR,BRD_AWD_DT,BRD_AWD_NO,CAT_DSCR,DOC_VEND_LN_NO,VEND_CUST_CD,LGL_NM,ALIAS_NM,SO_DOC_CD,SO_DOC_DEPT_CD,SO_DOC_ID,TODAY,ROW_KEY
MA,6100,PA170000034,10,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,6107776.58,3656670.44,03/17/2017,03/17/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,7,LOC2921000,LOCKWOOD ANDREWS & NEWNAM INC,N/A,RFQS,6100,CLMP201,09/23/2019,MA6100PA17000003410LOC2921000
MA,6100,PA170000034,10,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,6107776.58,3656670.44,03/17/2017,03/17/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,9,PBS7133260,ATKINS NORTH AMERICA INC,ATKINS,RFQS,6100,CLMP201,09/23/2019,MA6100PA17000003410PBS7133260
MA,6100,PA170000034,10,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,6107776.58,3656670.44,03/17/2017,03/17/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,11,STA8322756,STANTEC CONSULTING SERVICES INC,N/A,RFQS,6100,CLMP201,09/23/2019,MA6100PA17000003410STA8322756
MA,6100,PA170000034,10,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,6107776.58,3656670.44,03/17/2017,03/17/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,3,VC0000103053,CHAN & PARTNERS ENGINEERING LLC,N/A,RFQS,6100,CLMP201,09/23/2019,MA6100PA17000003410VC0000103053
MA,6100,PA170000045,5,2017 WATER AND WASTEWATER SCADA SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,5000000,2106069.57,1089381.58,05/08/2017,05/08/2020,55,Pers / Prof / Plan Svcs (252),03/25/0017,10,Sole and Single Source,2,ARC8304977,ARCADIS US INC,N/A,RFQS,6100,CLMP214,09/23/2019,MA6100PA1700000455ARC8304977
MA,6100,PA170000045,5,2017 WATER AND WASTEWATER SCADA SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,5000000,2106069.57,1089381.58,05/08/2017,05/08/2020,55,Pers / Prof / Plan Svcs (252),03/25/0017,10,Sole and Single Source,4,BLA7158805,BLACK & VEATCH CORP,N/A,RFQS,6100,CLMP214,09/23/2019,MA6100PA1700000455BLA7158805
MA,6100,PA170000045,5,2017 WATER AND WASTEWATER SCADA SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,5000000,2106069.57,1089381.58,05/08/2017,05/08/2020,55,Pers / Prof / Plan Svcs (252),03/25/0017,10,Sole and Single Source,1,CHI7027035,CP&Y INC,N/A,RFQS,6100,CLMP214,09/23/2019,MA6100PA1700000455CHI7027035
MA,6100,PA170000045,5,2017 WATER AND WASTEWATER SCADA SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,5000000,2106069.57,1089381.58,05/08/2017,05/08/2020,55,Pers / Prof / Plan Svcs (252),03/25/0017,10,Sole and Single Source,5,HUR2455500,HARUTUNIAN ENGINEERING INC,N/A,RFQS,6100,CLMP214,09/23/2019,MA6100PA1700000455HUR2455500
MA,6100,PA170000045,5,2017 WATER AND WASTEWATER SCADA SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,5000000,2106069.57,1089381.58,05/08/2017,05/08/2020,55,Pers / Prof / Plan Svcs (252),03/25/0017,10,Sole and Single Source,3,VS0000021255,"CH2M HILL ENGINEERS, INC.",CH2M HILL ENGINEERS,RFQS,6100,CLMP214,09/23/2019,MA6100PA1700000455VS0000021255
MA,6100,PA170000049,6,"2017 CORRIDOR MOBILITY PLAN PER RL (DISTRICTS 1, 2, 3, 5, 9)",,Capital Contracting Office,unknown,unknown,2500000,2373333.64,1794927.37,07/18/2017,07/18/2020,55,Pers / Prof / Plan Svcs (252),05/20/0017,34,Sole and Single Source,3,EAR8307803,AECOM TECHNICAL SERVICES INC,N/A,RFQS,6100,CLMP217,09/23/2019,MA6100PA1700000496EAR8307803
MA,6100,PA170000049,6,"2017 CORRIDOR MOBILITY PLAN PER RL (DISTRICTS 1, 2, 3, 5, 9)",,Capital Contracting Office,unknown,unknown,2500000,2373333.64,1794927.37,07/18/2017,07/18/2020,55,Pers / Prof / Plan Svcs (252),05/20/0017,34,Sole and Single Source,5,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP217,09/23/2019,MA6100PA1700000496HAL7038625
MA,6100,PA170000049,6,"2017 CORRIDOR MOBILITY PLAN PER RL (DISTRICTS 1, 2, 3, 5, 9)",,Capital Contracting Office,unknown,unknown,2500000,2373333.64,1794927.37,07/18/2017,07/18/2020,55,Pers / Prof / Plan Svcs (252),05/20/0017,34,Sole and Single Source,1,KIM7074000,"KIMLEY-HORN AND ASSOCIATES, INC",N/A,RFQS,6100,CLMP217,09/23/2019,MA6100PA1700000496KIM7074000
MA,6100,PA170000049,6,"2017 CORRIDOR MOBILITY PLAN PER RL (DISTRICTS 1, 2, 3, 5, 9)",,Capital Contracting Office,unknown,unknown,2500000,2373333.64,1794927.37,07/18/2017,07/18/2020,55,Pers / Prof / Plan Svcs (252),05/20/0017,34,Sole and Single Source,2,PAR3596250,"WSP USA, INC.",N/A,RFQS,6100,CLMP217,09/23/2019,MA6100PA1700000496PAR3596250
MA,6100,PA170000049,6,"2017 CORRIDOR MOBILITY PLAN PER RL (DISTRICTS 1, 2, 3, 5, 9)",,Capital Contracting Office,unknown,unknown,2500000,2373333.64,1794927.37,07/18/2017,07/18/2020,55,Pers / Prof / Plan Svcs (252),05/20/0017,34,Sole and Single Source,4,V00000928407,URBAN DESIGN GROUP PC,N/A,RFQS,6100,CLMP217,09/23/2019,MA6100PA1700000496V00000928407
MA,6100,PA170000049,6,"2017 CORRIDOR MOBILITY PLAN PER RL (DISTRICTS 1, 2, 3, 5, 9)",,Capital Contracting Office,unknown,unknown,2500000,2373333.64,1794927.37,07/18/2017,07/18/2020,55,Pers / Prof / Plan Svcs (252),05/20/0017,34,Sole and Single Source,6,V00000929443,"DUNAWAY ASSOCIATES, L.P.",DUNAWAY UDG,RFQS,6100,CLMP217,09/23/2019,MA6100PA1700000496V00000929443
MA,6100,PA170000065,4,"2017 LOC MOB FIELD ENG FOR PED, BIKEWAY & URBAN TRL RL",,Capital Contracting Office,unknown,unknown,4000000,2175000,1804967.9,08/02/2017,08/01/2021,55,Pers / Prof / Plan Svcs (252),05/20/0017,37,Sole and Single Source,2,HDR8318192,HDR ENGINEERING INC,HDR/CLAUNCH & MILLER,RFQS,6100,CLMP220,09/23/2019,MA6100PA1700000654HDR8318192
MA,6100,PA170000065,4,"2017 LOC MOB FIELD ENG FOR PED, BIKEWAY & URBAN TRL RL",,Capital Contracting Office,unknown,unknown,4000000,2175000,1804967.9,08/02/2017,08/01/2021,55,Pers / Prof / Plan Svcs (252),05/20/0017,37,Sole and Single Source,3,KLO7118020,KLOTZ ASSOC INC,RPS KLOTZ ASSOCIATES,RFQS,6100,CLMP220,09/23/2019,MA6100PA1700000654KLO7118020
MA,6100,PA170000065,4,"2017 LOC MOB FIELD ENG FOR PED, BIKEWAY & URBAN TRL RL",,Capital Contracting Office,unknown,unknown,4000000,2175000,1804967.9,08/02/2017,08/01/2021,55,Pers / Prof / Plan Svcs (252),05/20/0017,37,Sole and Single Source,4,MAR3044500,MWM DESIGNGROUP INC,"MWM DESIGNGROUP OR MARTINEZ, WRIGHT AND MENDEZ INC",RFQS,6100,CLMP220,09/23/2019,MA6100PA1700000654MAR3044500
MA,6100,PA170000065,4,"2017 LOC MOB FIELD ENG FOR PED, BIKEWAY & URBAN TRL RL",,Capital Contracting Office,unknown,unknown,4000000,2175000,1804967.9,08/02/2017,08/01/2021,55,Pers / Prof / Plan Svcs (252),05/20/0017,37,Sole and Single Source,1,V00000939969,"CIVILITUDE, LLC",N/A,RFQS,6100,CLMP220,09/23/2019,MA6100PA1700000654V00000939969
MA,6100,PA180000005,2,"2017 ASBESTOS, LEAD PAINT, & MOLD CONSULTANT SERVICES RL",,Capital Contracting Office,unknown,unknown,3300000,1797270.27,1088226.03,10/12/2017,10/11/2020,55,Pers / Prof / Plan Svcs (252),08/05/0017,6,Sole and Single Source,2,BAE7086810,BAER ENGINEERING & ENVIRONMENTAL CONSULTING INC,N/A,RFQS,6100,CLMP227,09/23/2019,MA6100PA1800000052BAE7086810
MA,6100,PA180000005,2,"2017 ASBESTOS, LEAD PAINT, & MOLD CONSULTANT SERVICES RL",,Capital Contracting Office,unknown,unknown,3300000,1797270.27,1088226.03,10/12/2017,10/11/2020,55,Pers / Prof / Plan Svcs (252),08/05/0017,6,Sole and Single Source,3,ENV1756650,FERKAM MANAGEMENT CORPORATION,FERCAM GROUP,RFQS,6100,CLMP227,09/23/2019,MA6100PA1800000052ENV1756650
MA,6100,PA180000005,2,"2017 ASBESTOS, LEAD PAINT, & MOLD CONSULTANT SERVICES RL",,Capital Contracting Office,unknown,unknown,3300000,1797270.27,1088226.03,10/12/2017,10/11/2020,55,Pers / Prof / Plan Svcs (252),08/05/0017,6,Sole and Single Source,1,HBC8308050,TERRACON CONSULTANTS INC,N/A,RFQS,6100,CLMP227,09/23/2019,MA6100PA1800000052HBC8308050
MA,6100,PA180000016,3,"ABIA CONSTRUCTION MAT, GEOTECHNICAL & FORENSIC ENG SRVCS",,Capital Contracting Office,unknown,unknown,15000000,1660703.79,1094974.9,03/28/2018,03/28/2022,55,Pers / Prof / Plan Svcs (252),02/17/0018,9,Sole and Single Source,7,BRY0839750,"FUGRO USA LAND, INC",N/A,RFQS,6100,CLMP236,09/23/2019,MA6100PA1800000163BRY0839750
MA,6100,PA180000016,3,"ABIA CONSTRUCTION MAT, GEOTECHNICAL & FORENSIC ENG SRVCS",,Capital Contracting Office,unknown,unknown,15000000,1660703.79,1094974.9,03/28/2018,03/28/2022,55,Pers / Prof / Plan Svcs (252),02/17/0018,9,Sole and Single Source,1,HBC8308050,TERRACON CONSULTANTS INC,N/A,RFQS,6100,CLMP236,09/23/2019,MA6100PA1800000163HBC8308050
MA,6100,PA180000016,3,"ABIA CONSTRUCTION MAT, GEOTECHNICAL & FORENSIC ENG SRVCS",,Capital Contracting Office,unknown,unknown,15000000,1660703.79,1094974.9,03/28/2018,03/28/2022,55,Pers / Prof / Plan Svcs (252),02/17/0018,9,Sole and Single Source,2,RAB3833500,"RABA KISTNER, INC.",N/A,RFQS,6100,CLMP236,09/23/2019,MA6100PA1800000163RAB3833500
MA,6100,PA180000016,3,"ABIA CONSTRUCTION MAT, GEOTECHNICAL & FORENSIC ENG SRVCS",,Capital Contracting Office,unknown,unknown,15000000,1660703.79,1094974.9,03/28/2018,03/28/2022,55,Pers / Prof / Plan Svcs (252),02/17/0018,9,Sole and Single Source,5,V00000911256,RODRIGUEZ ENGINEERING LABORATORIES LLC,RODRIGUEZ ENGINEERING LABORATORIES OR RODRIGUEZ ENGINEERING,RFQS,6100,CLMP236,09/23/2019,MA6100PA1800000163V00000911256
MA,6100,PA180000016,3,"ABIA CONSTRUCTION MAT, GEOTECHNICAL & FORENSIC ENG SRVCS",,Capital Contracting Office,unknown,unknown,15000000,1660703.79,1094974.9,03/28/2018,03/28/2022,55,Pers / Prof / Plan Svcs (252),02/17/0018,9,Sole and Single Source,6,V00000923991,"KLEINFELDER, INC.",KLEINFELDER,RFQS,6100,CLMP236,09/23/2019,MA6100PA1800000163V00000923991
MA,6100,PA180000016,3,"ABIA CONSTRUCTION MAT, GEOTECHNICAL & FORENSIC ENG SRVCS",,Capital Contracting Office,unknown,unknown,15000000,1660703.79,1094974.9,03/28/2018,03/28/2022,55,Pers / Prof / Plan Svcs (252),02/17/0018,9,Sole and Single Source,3,V00000939833,"HVJ SOUTH CENTRAL TEXAS - M&J, INC.",N/A,RFQS,6100,CLMP236,09/23/2019,MA6100PA1800000163V00000939833
MA,6100,PA180000033,1,2018 STREAM RESTORATION AND STORMWATER TREATMENT ENG SVS RL,,Capital Contracting Office,unknown,unknown,10000000,1826162.34,240456.59,07/16/2018,07/15/2023,55,Pers / Prof / Plan Svcs (252),05/12/0018,12,Sole and Single Source,4,CAM0933250,CDM SMITH INC,N/A,RFQS,6100,CLMP238,09/23/2019,MA6100PA1800000331CAM0933250
MA,6100,PA180000033,1,2018 STREAM RESTORATION AND STORMWATER TREATMENT ENG SVS RL,,Capital Contracting Office,unknown,unknown,10000000,1826162.34,240456.59,07/16/2018,07/15/2023,55,Pers / Prof / Plan Svcs (252),05/12/0018,12,Sole and Single Source,1,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,CLMP238,09/23/2019,MA6100PA1800000331FRE1930500
MA,6100,PA180000033,1,2018 STREAM RESTORATION AND STORMWATER TREATMENT ENG SVS RL,,Capital Contracting Office,unknown,unknown,10000000,1826162.34,240456.59,07/16/2018,07/15/2023,55,Pers / Prof / Plan Svcs (252),05/12/0018,12,Sole and Single Source,3,HDR8318192,HDR ENGINEERING INC,HDR/CLAUNCH & MILLER,RFQS,6100,CLMP238,09/23/2019,MA6100PA1800000331HDR8318192
MA,6100,PA180000033,1,2018 STREAM RESTORATION AND STORMWATER TREATMENT ENG SVS RL,,Capital Contracting Office,unknown,unknown,10000000,1826162.34,240456.59,07/16/2018,07/15/2023,55,Pers / Prof / Plan Svcs (252),05/12/0018,12,Sole and Single Source,2,STA8322756,STANTEC CONSULTING SERVICES INC,N/A,RFQS,6100,CLMP238,09/23/2019,MA6100PA1800000331STA8322756
MA,6100,PA180000033,1,2018 STREAM RESTORATION AND STORMWATER TREATMENT ENG SVS RL,,Capital Contracting Office,unknown,unknown,10000000,1826162.34,240456.59,07/16/2018,07/15/2023,55,Pers / Prof / Plan Svcs (252),05/12/0018,12,Sole and Single Source,5,VS0000009519,GEOSYNTEC CONSULTANTS INC,GEOSYNTEC CONSULTANTS,RFQS,6100,CLMP238,09/23/2019,MA6100PA1800000331VS0000009519
MA,6100,PA180000034,1,2018 ABIA SURVEYING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,1500000,134606.38,134412.13,07/12/2018,07/11/2020,55,Pers / Prof / Plan Svcs (252),05/12/0018,7,Sole and Single Source,1,CHI7027035,CP&Y INC,N/A,RFQS,6100,CLMP241,09/23/2019,MA6100PA1800000341CHI7027035
MA,6100,PA180000034,1,2018 ABIA SURVEYING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,1500000,134606.38,134412.13,07/12/2018,07/11/2020,55,Pers / Prof / Plan Svcs (252),05/12/0018,7,Sole and Single Source,3,MAR3044500,MWM DESIGNGROUP INC,"MWM DESIGNGROUP OR MARTINEZ, WRIGHT AND MENDEZ INC",RFQS,6100,CLMP241,09/23/2019,MA6100PA1800000341MAR3044500
MA,6100,PA180000034,1,2018 ABIA SURVEYING SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,1500000,134606.38,134412.13,07/12/2018,07/11/2020,55,Pers / Prof / Plan Svcs (252),05/12/0018,7,Sole and Single Source,2,MCG3115750,MCGRAY & MCGRAY LAND SURVEYORS INC,N/A,RFQS,6100,CLMP241,09/23/2019,MA6100PA1800000341MCG3115750
MA,6100,SA140000004,11,ABIA STORMWATER DRAINAGE IMPROVEMENTS,,Contract and Land Management Department,unknown,unknown,1558735.01,1558718.26,1478151.44,08/08/2013,04/01/2020,55,Pers / Prof / Plan Svcs (252),08/10/0013,10,Sole and Single Source,1,BRO8318275,"BGE, INC",BROWN & GAY ENGINEERS INC,RFQS,6100,CLMP127,09/23/2019,MA6100SA14000000411BRO8318275
MA,6100,SA140000006,2,NORTH AUSTIN RESERVOIR AND PUMP STATION REPLACEMENT,,Contract and Land Management Department,unknown,unknown,3493248,3493248,3320836.73,02/21/2014,12/01/2022,10,Competitive Acquisition,06/25/0016,13,Professional Services,1,CAM0933250,CDM SMITH INC,N/A,RFQS,6100,CLMP124,09/23/2019,MA6100SA1400000062CAM0933250
MA,6100,SA140000011,11,MLK TRANSIT ORIENTED DEVELOPMENT (TOD) STORMWATER CONVEYANCE,,Contract and Land Management Department,unknown,unknown,2069671.31,2069671.31,1858225.94,08/25/2017,08/24/2021,10,Competitive Acquisition,12/01/0018,4,Professional Services,1,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,CLMP138,09/23/2019,MA6100SA14000001111FRE1930500
MA,6100,SA140000012,6,ABIA TERMINAL AREA SPALLING IMP PT 2 (UPPER LEVEL EMBANKMENT,,Contract and Land Management Department,unknown,unknown,901362.39,901362.39,857445.28,05/30/2014,03/21/2020,10,Competitive Acquisition,05/12/0018,8,Professional Services,1,TRI4740250,KLEINFELDER CENTRAL INC,KLEINFELDER,RFQS,6100,CLMP135,09/23/2019,MA6100SA1400000126TRI4740250
MA,6100,SA140000013,5,FLOODPLAIN EVACUATION SUPPORT SERVICES,,Contract and Land Management Department,unknown,unknown,12000000,11111686,7310466.45,07/11/2014,07/11/2020,10,Competitive Acquisition,06/28/0014,13,Professional Services,1,HDR8318192,HDR ENGINEERING INC,HDR/CLAUNCH & MILLER,RFQS,6100,CLMP153,09/23/2019,MA6100SA1400000135HDR8318192
MA,6100,SA150000001,3,ONION CREEK FIRE/EMS FACILITY,,Contract and Land Management Department,unknown,unknown,522395,507600,497604.8,08/07/2014,09/30/2019,10,Competitive Acquisition,05/20/0017,23,Professional Services,1,V00000921380,"BROWN REYNOLDS WATFORD ARCHITECTS, INC.",N/A,RFQS,6100,CLMP156,09/23/2019,MA6100SA1500000013V00000921380
MA,6100,SA150000002,5,EMERGENCY MEDICAL SERVICES (EMS) VEHICLE BAY EXPANSIONS,,Contract and Land Management Department,unknown,unknown,440145.97,440145.97,425711.19,10/03/2014,12/01/2019,55,Pers / Prof / Plan Svcs (252),08/09/0014,22,Sole and Single Source,1,MAR3044500,MWM DESIGNGROUP INC,"MWM DESIGNGROUP OR MARTINEZ, WRIGHT AND MENDEZ INC",RFQS,6100,CLMP145,09/23/2019,MA6100SA1500000025MAR3044500
MA,6100,SA150000004,3,"YBC TRL PHASE 1 ENG REPORT FOR PEDSTRIAN, BIKE, & URBAN TRL",,Contract and Land Management Department,unknown,unknown,1539541.6,1498388.79,831955.42,08/28/2014,06/01/2020,55,Pers / Prof / Plan Svcs (252),03/24/0018,34,Sole and Single Source,1,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP154,09/23/2019,MA6100SA1500000043HAL7038625
MA,6100,SA150000008,6,VETERANS AND EILERS PARK IMPROVEMENTS,,Contract and Land Management Department,unknown,unknown,140083.61,140083.61,122320.74,11/20/2014,12/30/2020,55,Pers / Prof / Plan Svcs (252),11/22/0014,20,Sole and Single Source,1,VS0000011357,DESIGN WORKSHOP INC,"DESIGN WORKSHOP, INC.",RFQS,6100,CLMP161,09/23/2019,MA6100SA1500000086VS0000011357
MA,6100,SA150000010,2,ULLRICH WTP DACS OBSOLESCENCE PROJECT,,Contract and Land Management Department,unknown,unknown,2057271.05,2057271.05,865456.65,03/02/2015,03/02/2021,55,Pers / Prof / Plan Svcs (252),10/25/0014,10,Sole and Single Source,1,HUR2455500,HARUTUNIAN ENGINEERING INC,N/A,RFQS,6100,CLMP152,09/23/2019,MA6100SA1500000102HUR2455500
MA,6100,SA160000001,2,ARCH SVCS FOR MONTOPOLIS RECREATION & COMMUNITY CENTER,,Contract and Land Management Department,unknown,unknown,1287916.13,1287916.13,1149905.64,08/20/2015,04/19/2021,55,Pers / Prof / Plan Svcs (252),08/22/0015,7,Sole and Single Source,1,MCK3123750,MCKINNEY ARCHITECTS INC,MCKINNEY YORK ARCHITECTS,RFQS,6100,CLMP177,09/23/2019,MA6100SA1600000012MCK3123750
MA,6100,SA160000004,5,DESIGN OF REDBUD TRAIL BRIDGE OVER LADY BIRD LAKE,,Capital Contracting Office,unknown,unknown,2014493,2014492.02,1225724.7,02/29/2016,11/20/2019,55,Pers / Prof / Plan Svcs (252),03/09/0019,5,Sole and Single Source,1,WOO7028055,URS CORP,N/A,RFQS,6100,CLMP168,09/23/2019,MA6100SA1600000045WOO7028055
MA,6100,SA160000005,10,ABIA PARKING GARAGE AND ADMINISTRATION OFFICES,,Capital Contracting Office,unknown,unknown,15461533.28,15461533.28,13867711.8,03/25/2016,01/31/2020,55,Pers / Prof / Plan Svcs (252),11/21/0015,15,Sole and Single Source,1,PGA8309589,PGAL INC,N/A,RFQS,6100,CLMP182,09/23/2019,MA6100SA16000000510PGA8309589
MA,6100,SA160000009,2,SANITARY SEWER EVALUATION STUDY CROSSTOWN TUNNEL BASIN,,Capital Contracting Office,unknown,unknown,1411000,1411000,1234233.2,06/17/2016,03/31/2020,55,Pers / Prof / Plan Svcs (252),01/30/0016,12,Sole and Single Source,1,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,CLMP190,09/23/2019,MA6100SA1600000092FRE1930500
MA,6100,SA170000001,3,ENGINEERING SERVICES FOR WILLIAMSON CREEK WW INTERCEPTOR,,Capital Contracting Office,unknown,unknown,2795628.46,2795628.46,2023942.43,10/26/2016,11/01/2019,55,Pers / Prof / Plan Svcs (252),08/06/0016,4,Sole and Single Source,1,CAS7170685,CAS CONSULTING & SVCS INC,CAS CONSULTING & SERVICES,RFQS,6100,CLMP196,09/23/2019,MA6100SA1700000013CAS7170685
MA,6100,SA170000007,17,CORRIDOR IMPROVEMENT PROGRAM CONSULTANT,,Capital Contracting Office,unknown,unknown,18766187.37,18614894.97,15781727.91,03/31/2017,12/31/2024,55,Pers / Prof / Plan Svcs (252),03/24/0018,35,Sole and Single Source,1,HDR8318192,HDR ENGINEERING INC,HDR/CLAUNCH & MILLER,RFQS,6100,CLMP211,09/23/2019,MA6100SA17000000717HDR8318192
MA,6100,SA170000009,1,ENGINEERING SERVICES FOR ELECTRIC SERVICE DELIVERY,,Capital Contracting Office,unknown,unknown,6450000,6114910.15,5191963.19,04/19/2017,04/19/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,5,Sole and Single Source,1,STA7106205,STANLEY CONSULTANTS INC,N/A,RFQS,6100,CLMP207,09/23/2019,MA6100SA1700000091STA7106205
MA,6100,SA170000010,2,WALNUT CREEK WWTP CONTROL SYSTEMS UPGRADE,,Capital Contracting Office,unknown,unknown,807730.85,807730.85,467168.99,04/27/2017,11/01/2019,55,Pers / Prof / Plan Svcs (252),01/28/0017,16,Sole and Single Source,1,HUR2455500,HARUTUNIAN ENGINEERING INC,N/A,RFQS,6100,CLMP208,09/23/2019,MA6100SA1700000102HUR2455500
MA,6100,SA170000012,4,AUSTIN SAFE ROUTES TO SCHOOL INFRASTRUCTURE PLAN,,Capital Contracting Office,unknown,unknown,1057420.81,1048697.81,949537.58,08/25/2017,01/29/2020,55,Pers / Prof / Plan Svcs (252),06/17/0017,54,Sole and Single Source,1,VS0000034186,"TOOLE DESIGN GROUP, LLC",N/A,RFQS,6100,CLMP226,09/23/2019,MA6100SA1700000124VS0000034186
MA,6100,SA180000002,3,FALLWELL LANE CAPITAL RENEWAL,,Capital Contracting Office,unknown,unknown,1763963.72,1763963.72,753742.87,10/04/2017,08/03/2026,55,Pers / Prof / Plan Svcs (252),08/05/0017,53,Sole and Single Source,1,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP225,09/23/2019,MA6100SA1800000023HAL7038625
MA,6100,SA180000003,3,STREET DESIGN STAFF AUGMENTATION (SIT-IN CONSULTANT),,Capital Contracting Office,unknown,unknown,8000000,2322235.5,1400503.43,11/13/2017,11/12/2019,55,Pers / Prof / Plan Svcs (252),08/05/0017,51,Sole and Single Source,1,VS0000034186,"TOOLE DESIGN GROUP, LLC",N/A,RFQS,6100,CLMP229,09/23/2019,MA6100SA1800000033VS0000034186
MA,6100,SA180000005,2,NORTHEAST WATER TREATMENT PLANT EXPANSION TO 1.5 MGD,,Capital Contracting Office,unknown,unknown,499970.34,499970.34,396966.47,12/12/2017,12/01/2021,55,Pers / Prof / Plan Svcs (252),08/19/0017,2,Sole and Single Source,1,CAR8306145,CAROLLO ENGINEERS INC,N/A,RFQS,6100,CLMP215,09/23/2019,MA6100SA1800000052CAR8306145
MA,6100,SA180000009,3,FUTURE DOWNTOWN GAS-INSULATED SWITCHGEAR SUBSTATION,,Capital Contracting Office,unknown,unknown,1458920.54,1458920.54,461728.71,02/21/2018,02/21/2021,55,Pers / Prof / Plan Svcs (252),12/09/0017,16,Sole and Single Source,1,STA7106205,STANLEY CONSULTANTS INC,N/A,RFQS,6100,CLMP232,09/23/2019,MA6100SA1800000093STA7106205
MA,6100,SA180000011,1,2018 RESERVOIR IMPROVEMENTS PROGRAM,,Capital Contracting Office,unknown,unknown,6000000,1062459.46,561168.88,03/27/2018,03/26/2020,55,Pers / Prof / Plan Svcs (252),02/17/0018,4,Sole and Single Source,1,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,CLMP235,09/23/2019,MA6100SA1800000111FRE1930500
MA,6100,SA180000013,2,STAFF AUGMENTATION SERVICES FOR ELECTRIC DISTRIBUTION,,Capital Contracting Office,unknown,unknown,4000000,824004.3,505201.07,04/30/2018,04/29/2020,55,Pers / Prof / Plan Svcs (252),02/17/0018,5,Sole and Single Source,1,COB7111480,COBB FENDLEY & ASSOC INC,N/A,RFQS,6100,CLMP234,09/23/2019,MA6100SA1800000132COB7111480
MA,6100,SA180000014,4,ATD TRANSPORTATION ENGINEERING STAFF AUGMENTATION,,Capital Contracting Office,unknown,unknown,5000000,3969574.49,1826547.81,05/16/2018,05/23/2020,55,Pers / Prof / Plan Svcs (252),02/03/0018,60,Sole and Single Source,1,EAR8307803,AECOM TECHNICAL SERVICES INC,N/A,RFQS,6100,CLMP233,09/23/2019,MA6100SA1800000144EAR8307803
