Posting Date,Contract Number,Description,Department,Recommended Action,Recommended Vendor,Contract Amount,MBE/WBE/DBE Participation,MBE/WBE/DBE type,Direct Participation,Indirect Participation,# of Bids Received,# of M/WBE Bids Received,CCA Concurs,Link
10/12/2018,1812-17386,Magnetometers and X-Ray Machines,Office of the Sheriff - 210,Award,Yates Enterprises,566430.00,DNA,DNA,,,5,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1884-17239,Janitorial Services,Medical Examiner - 259,Award,"Eco-Clean Maintenance, Inc.",691200.00,,,,,3,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1884-17239,,,,,,A & G Cleaning Services,MBE (6),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1884-17239,,,,,,"Dust Em Clean Maintenance, Inc",WBE (6),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1845-17250,Furnish and Install Bronze Heat Strengthened Laminated Glass,Dept of Facilities/Mgmt - 200,Award,Arlington Glass and Mirror Company,687000.00,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1845-17250,,,,,,MBE Construction Supply,MBE (6),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1845-17250,,,,,,C  and G Construction Supply,MBE (6),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1884-17287,Scavenger Services,*Countywide--Multiple Departments - 001,Award,"Allied Waster Transportation, Inc",,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1884-17287,,,,,,E. King Construciton Supply,MBE (6),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1884-17287,,,,,,G. Cooper Oil Co.,WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
11/08/2018,1790-17144A,Sex Offender Assessmanet and Treatment Services,Adult Probation Dept. - 280,Award,"Adelante, P.C.",165000.00,DNA,DNA,,,6,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181108-Intent_to_Award_EDS.pdf
11/08/2018,1790-17144C,Sex Offender Assessment and Treatment Services,Adult Probation Dept. - 280,Award,Cognitive Behavioral Solutions,360000.00,DNA,DNA,,,6,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181108-Intent_to_Award_EDS.pdf
11/08/2018,1812-17598,LPR Camera System Installation at Hgh Intensity  Drug Trafficking Area,Office of the Sheriff - 210,Award,Motorola Solutions Inc,350980.74,DNA,DNA,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181108-Intent_to_Award_EDS.pdf
11/08/2018,1845-17393,Tandem Axle and Diesel Dump Trucks,Transportation and Highways - 500,Award,"Rush Truck Center of Illinois d/b/a Rush Truck Center , Chicago",2511052.00,DNA,DNA,,,3,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181108-Intent_to_Award_EDS.pdf
11/08/2018,1885-17255,Professional Quality Control /Quality Assurance (QC/QA Material Testing Serivces Various Various (Task Orders) Contract,Transportation and Highways - 500,Award,"County Material Partners, A Joint Venture",1500000.00,,,,,4,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181108-Intent_to_Award_EDS.pdf
11/08/2018,1885-17255,,,,,,"GSG Material Testing, Inc.",MBE (9),33,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181108-Intent_to_Award_EDS.pdf
11/08/2018,1885-17255,,,,,,"Material Service Testing, Inc.",MBE (6),34,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181108-Intent_to_Award_EDS.pdf
11/08/2018,1830-17125,Pharmacy Benefits Management,Risk Management - 008,Award,"CaremarkPCS Health, LLC",,,,,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181108-Intent_to_Award_EDS.pdf
11/08/2018,1830-17125,,,,,,Risk Management Solution,MBE(6),3,,5,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181108-Intent_to_Award_EDS.pdf
11/08/2018,1830-17125,,,,,,Consolidated Printing Co.,WBE (7),2.5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181108-Intent_to_Award_EDS.pdf
11/08/2018,1735-16707,Forensic Analysis of Election Systems,County Clerk - 110,Award,"Data Defenders, LLC",,Data Defenders. LLC,MBE (6),100,,2,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181108-Intent_to_Award_EDS.pdf
12/07/2018,1823-17607,Bond Court Backlog Clearance Specialists,Public Defender - 1260,Award,Safer Foundation,1345489.60,DNA,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1845-17511,Removal And Disposal Of Bio-Hazardous Waste,Medical Examiner - 259,Award,Healthcare Waste Management,184470.00,DNA,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1812-17453,"Badges, Hat Shields , And Lucite",Office of the Sheriff - 210,Award,"Ray O'Herron Co., Inc.",284150.00,DNA,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1823-17635,"Postage Machines, Maintenance And Meters",Office of the State's Attorney - 250,Award,"Pitney Bowes, Inc.",177466.52,DNA,,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1790-16474,Corrections Communication System,Office of Chief Info. Officer - 009,Award,"Jail Education Solutions, Inc d/b/a EDOVO",0.00,,,,,4,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1790-16474,,,,,,"Pagoda Electric and Construction, Inc.",MBE (6),74,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1790-17142C,Domestic Violence Counseling Services,Office of the Chief Judge - 310,Award,Center for Advancing Domestic Peace,380000.00,DNA,,,,13,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1790-17142L,Domestic Violence Counseling Services,Office of the Chief Judge - 310,Award,South Suburban Family Shelter,320000.00,DNA,,,,13,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1790-17142K,Domestic Violence Counseling Services,Office of the Chief Judge - 310,Award,Sarah's Inn,305000.00,DNA,,,,13,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1790-17142H,Domestic Violence Counseling Services,Office of the Chief Judge - 310,Award,"Pathway to Peace, Inc.",155000.00,DNA,,,,13,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1725-17077,"Pre Employment Physicals, Fitness For Duty Evaluations Urine ,Drug Screening, Breath Alcohol Testing And Medical Surveillance",Bureau of Human Resources - 032,Award,"Occupational Health Centers of IL, P.C.",290997.00,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1725-17077,,,,,,Dust Em Clean Maintenance,MBE (6),,54.5,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1725-17077,,,,,,Valade Heating & Cooling,WBE (7),,2.6,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
12/07/2018,1830-17645,Circuit Court Of Cook County North Suburban Municipal Districts Drug Court Service Enhancement Program (Nsdcsep),Office of the Chief Judge - 310,Award,McDermott Center Dba Haymarket Center,437011.00,DNA,,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181207-Intent_to_Award_EDS.pdf
01/17/2019,1853-17375,Upgrade & Maintenance of the C-Cure 800 System to the C-Cure 9000 System,Dept of Facilities/Mgmt - 200,Award,"Advent Systems, Inc.",391452.00,,,,,1,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1853-17375,,,,,,"Mercommbe, Inc.",MBE (9),,40,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1845-17380,Maintenance and Service for Centrifugal Multi-Stack and Screw Chillers,Dept of Facilities/Mgmt - 200,Award,"Anchor Mechanical, Inc.",905200.00,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1845-17380,,,,,,Command Mechanical Group LLC,MBE (6),12.5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1845-17380,,,,,,"Hilco Distributors, Co, Inc.",WBE (7),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1845-17380,,,,,,"Mercommbe, Inc.",MBE (9),,40,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1515-15006A,Electronic Monitoring Services - Category 1 RF,Office of the Sheriff - 210,Award,"Attenti US, Inc.",14260821.25,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1515-15006A,,,,,,"Allpoint Security and Detective, Inc.",MBE (6),12,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1515-15006B,Electronic Monitoring Services - Category 2 GPS,Office of the Sheriff - 210,Award,"Track Group, Inc.",4064311.50,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1515-15006B,,,,,,"Allpoint Security and Detective, Inc.",MBE (6),12,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1790-16474,Corrections Communication System,Office of Chief Info. Officer - 009,Award,"Jail Education Solutions, Inc d/b/a EDOVO",0.00,,,,,4,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1790-16474,,,,,,"Pagoda Electric and Construction, Inc.",MBE (6),74,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1853-17646,Client Care Case Management Services,Office of the Chief Judge - 310,Award,Presence Behavioral Health,830167.00,,,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1853-17646,Substance Abuse Treatment and Counseling Services,Office of the Chief Judge - 310,Award,"Gateway Foundation, Inc.",384723.00,,,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1868-17445,Countywide Paper Products,Countywide Contract: Lead Dept. is Printing and Graphic Services,Award,Bebon Office Machines,2585148.76,Bebon Office Machines,WBE (7),10,,3,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17357A,Architectural and Engineering Services (Task Orders),Capital Planning and Policy - 031,Award,"Bauer Latoza Studio, Ltd.",5000000.00,"Bauer Latoza Studio, Ltd.",MBE (9),,,6,4,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17357A,,,,,,"AAA Engineering, Inc.",WBE (7),,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17357A,,,,,,"Rubinos & Mesia, Inc.",MBE (8),,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17357A,,,,,,"Urban Works, Ltd.",MBE (9),,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17357B,Architectural & Engineering Services (Task Orders),Capital Planning and Policy - 031,Award,"Koo, LLC",5000000.00,"KOO, LLC",MBE (8),65,,7,5,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17357B,,,,,,"Primera Engineers, Ltd.",WBE (7),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17357B,,,,,,TERRA Engineering,WBE (7),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17357B,,,,,,CCS International,MBE (8),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17357C,Architectural & Engineering Services (Task Orders),Capital Planning and Policy - 031,Award,"Moreno Architects, Ltd., dba JGMA",5000000.00,Moreno Architects Ltd d/b/a JGMA,MBE (8),,,8,5,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17357C,,,,,,"B+A d/b/a CCJM Engineers, Ltd.",MBE (9),,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17357C,,,,,,"Rubinos & Mesia, Inc.",MBE (8),,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17357C,,,,,,TERRA Engineering,WBE (7),,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487A,Architectural and Engineering Services (Task Orders),Capital Planning and Policy - 031,Award,"Studio AH, LLC d/b/a HPZS",5000000.00,"Studio AH, LLC d/b/a HPZS",WBE (7),55,,6,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487A,,,,,,David Mason & Assoc.,MBE (6),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487A,,,,,,"Nest Builders, Inc. d/b/a HMS",MBE (9),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487A,,,,,,"TERRA Engineering, Ltd",WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487B,Architectural and Engineering Services (Task Orders),Capital Planning and Policy - 031,Award,Johnson Lasky Kindelin Architects,5000000.00,"Johnson Lasky Kindelin Architects, Inc.",WBE (7),90,,4,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487B,,,,,,"Carnow, Conibear & Assoc., Ltd.",WBE (7),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487B,,,,,,Milhouse Engineering & Construction,MBE (6),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487C,Architectural and Engineering Services (Task Orders),Capital Planning and Policy - 031,Award,"EXP U.S. services, Inc.",5000000.00,,,,,5,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487C,,,,,,"B+A Engineers, d/b/a CCJM Engineers, Ltd.",MBE (8),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487C,,,,,,Environmental Design International,MBE (6),2,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487C,,,,,,"Facet Engineering, LLC",MBE (9),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487C,,,,,,"Garza Karhoff Engineeering, LLC",MBE (9),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487C,,,,,,"RADA Architects, Ltd.",WBE (7),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487C,,,,,,"Site Design Group, Ltd.",MBE (8),2,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487C,,,,,,Vistara Construction Services,MBE (8),2,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1885-17487C,,,,,,"Wang Engineering, Inc.",MBE (8),2,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1855-17334R,"Inspection, Maintenance and Repair of Truck and Automotive Lifts for North and South Districts",Transportation and Highways - 500,Award,"Standard Industrial & Automotive Equipment, Inc.",191090.00,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1725-16850,Electronic Poll Books,County Clerk - 110,Award,VOTEC Corporation,180000.00,,,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
01/17/2019,1825-17596,Application Enhancement,Building and Zoning - 160,Award,ProWest,199000.00,,,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190117-Intent_to_Award_EDS.pdf
02/15/2019,1912-17776,Police Interceptor Sedans,Office of the Sheriff - 210,Award,"Morrow Brothers Ford, inc.",1960350.00,,,,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190215-Intent_to_Award_EDS.pdf
02/15/2019,1730-16843,Software and Related Services Reseller,Office of Chief Info. Officer - 009,Award,SHI International Corporation,56000000.00,,,,,4,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190215-Intent_to_Award_EDS.pdf
02/15/2019,1730-16843,,,,,,"SLG Innovation, Inc",MBE (6),8,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190215-Intent_to_Award_EDS.pdf
02/15/2019,1730-16843,,,,,,"Ascent Innovations, LLC",MBE (8),12,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190215-Intent_to_Award_EDS.pdf
03/14/2019,1925-17713,Federal Reimbursement Assistance,Budget and Management Services - 014,Award,Justice Benefits Inc.,300000.00,,DNA,,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190314-Intent_to_Award_EDS.pdf
03/14/2019,1855-17625,Furnish and Deliver Various Types of Aggregate Material for Roadway and Shoulder Maintenance,Transportation and Highways - 500,Award,C&G Construction Supply Co.,275848.00,C&G Construction Supply Co.,MBE (6),90,,3,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190314-Intent_to_Award_EDS.pdf
03/14/2019,1855-17625,,,,,,"Five Star Hauling, Inc.",WBE (9),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190314-Intent_to_Award_EDS.pdf
03/14/2019,1885-17684,"Furnish, Install and Maintain Sign Panel Assembles",Transportation and Highways - 500,Award,"Western Remac, Inc.",1074440.00,,,,,1,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190314-Intent_to_Award_EDS.pdf
03/14/2019,1885-17684,,,,,,Nak-Man Corporation,MBE (8),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190314-Intent_to_Award_EDS.pdf
03/14/2019,1885-17684,,,,,,"Midco Electric Supply, Inc.",MBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190314-Intent_to_Award_EDS.pdf
03/14/2019,1730-16843,Software and Related Services Reseller,Office of Chief Info. Officer - 009,Award,SHI International Corporation,56000000.00,,,,,4,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190314-Intent_to_Award_EDS.pdf
03/14/2019,1730-16843,,,,,,"SLG Innovation, Inc",MBE (6),8,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190314-Intent_to_Award_EDS.pdf
